session_id,target
1,5.104455428914258e-06
2,1.5948080249046891e-09
3,3.405191552843208e-08
4,1.252395128850574e-08
5,9.276027525007608e-06
6,1.5680603444467976e-06
7,0.002282135211888647
8,0.0001901764932351725
9,2.270740744609541e-06
10,0.0001025556198159001
11,1.7280887348856957e-05
12,8.198896038240907e-07
13,1.4466849838834815e-06
14,0.0054875738591714475
15,0.00042009177852261604
16,2.6229101743289414e-05
17,0.0005946528913545468
18,8.851859885785617e-07
19,0.0006376794033169775
20,4.523588127079634e-08
21,0.024923691715110177
22,3.319548209925979e-09
23,0.0003297864203464821
24,6.327636690158371e-05
25,0.002052576552545182
26,8.023719536301916e-07
27,4.973611729774467e-06
28,1.5377772301275756e-09
29,0.010574349768232754
30,0.00010852326820720512
31,0.03278565495926365
32,0.026382424510746558
33,4.2195877082073385e-06
34,3.9956687972396004e-07
35,0.04419824724038346
36,0.00014641042965708864
37,4.228576576872055e-10
38,8.056362369638466e-09
39,0.00010230325021446158
40,7.519822394882603e-08
41,0.001909844125081159
42,5.048533360413726e-05
43,1.8722643464752162e-05
44,2.6847471450931572e-06
45,0.16934020562658794
46,2.2773702002950752e-05
47,2.1177783826375222e-05
48,5.169703081932974e-07
49,0.0001230514245758047
50,1.6481250716170224e-07
51,1.680988481353781e-09
52,1.0150650439085821e-05
53,0.012961234699948143
54,0.00011391172802769988
55,0.00013726346771563065
56,8.233688688954107e-05
57,1.0189374647343404e-08
58,1.5926817366066787e-07
59,3.902062753539794e-08
60,9.358941461445548e-09
61,2.727291144665777e-07
62,1.637149673187749e-05
63,1.4757191537954845e-07
64,0.0003943693019718492
65,1.7092363498014518e-07
66,7.350031275454355e-08
67,7.101327089987927e-06
68,0.000394050624288751
69,0.039570538399510524
70,8.770418273962339e-07
71,0.0003656374401829183
72,6.538202847974778e-05
73,0.0008640165456675914
74,6.300306662050662e-07
75,7.739320035014577e-05
76,0.00048007742108387673
77,0.0009510145667998321
78,0.0023878231570125864
79,8.00405798805627e-06
80,8.143051345780433e-07
81,5.25168969079459e-07
82,5.162610218027078e-06
83,2.966689171078103e-10
84,0.7633484319411142
85,1.5029805578860354e-05
86,6.482337137520019e-08
87,0.003734745674382053
88,0.0004893896631931198
89,0.0005351312615702355
90,0.04488003076757375
91,9.43236461284961e-07
92,1.1913450380568338e-08
93,0.024902572131058662
94,1.13078787430436e-06
95,0.00014634555542565193
96,8.718494930036992e-09
97,0.0004594935031449954
98,7.071933182807405e-07
99,1.307732710672135e-07
100,7.113502799259333e-05
101,9.124851048940829e-06
102,0.0008141043774913853
103,8.553746505769302e-06
104,5.845105173959447e-06
105,5.461249369749081e-05
106,2.144079547906889e-06
107,2.144581052211009e-05
108,6.1476407159813315e-06
109,5.661948680719545e-07
110,1.8509249039568962e-07
111,0.00013324344997098315
112,1.2223470911859525e-09
113,4.3559209824140336e-05
114,2.0454662123304549e-07
115,5.314771670581857e-07
116,2.34218824232012e-08
117,2.0429769351772892e-05
118,0.0011743959197307913
119,1.306585583135411e-08
120,0.0006938492343002101
121,1.3368906029265068e-07
122,2.2707170938730826e-07
123,9.735181842323388e-07
124,7.554484680698879e-06
125,0.010258170598944842
126,1.68719590609647e-08
127,5.1996765307732106e-08
128,5.8401342294277785e-06
129,0.004161446270870626
130,0.004970769632514177
131,0.0003368606668997421
132,0.0011629451746639904
133,0.0022850198217289944
134,9.71702852825492e-06
135,1.0870682896059798e-07
136,0.0003271839486715749
137,1.1903996169073408e-06
138,0.001681488714161657
139,1.0977700183656585e-07
140,3.023756624083226e-06
141,7.32601822573581e-10
142,4.324539336539781e-06
143,7.962187940469898e-06
144,0.002458105199736527
145,2.805208919272593e-09
146,6.654851239324382e-05
147,2.0216202511985256e-06
148,0.0036438650027003916
149,0.0014823664212156487
150,0.009723962428319114
151,2.3937966264370095e-08
152,0.011155996010233905
153,9.272848014919098e-06
154,2.550604861789531e-05
155,8.086081058849004e-05
156,2.2300907597388374e-07
157,1.497771599759399e-06
158,0.00023978280042733982
159,2.899984734127014e-05
160,2.492126904562794e-07
161,0.003387281141635801
162,5.499843982471534e-05
163,0.00022363909182990534
164,0.0010732024681702043
165,9.740757491334396e-07
166,5.525713702040967e-07
167,0.004211179433771975
168,0.0015562637283129896
169,0.003131300829666181
170,0.0021012744751727473
171,0.003921341590984781
172,3.363200776556028e-05
173,0.0003288736511798916
174,0.00010406854132277395
175,0.4552359395063432
176,0.002986090165709846
177,0.007587259107478811
178,2.1290021282743167e-06
179,5.153943651735951e-05
180,0.0015982325778031423
181,8.396971769150499e-06
182,0.00016017838132213928
183,1.5861448654524454e-06
184,1.597175920490131e-05
185,1.082863048248186e-05
186,3.530446017714641e-05
187,3.573219354152714e-08
188,1.6536610557273666e-08
189,0.0065135433414744695
190,8.861623948718696e-05
191,2.9178599601864147e-06
192,1.5996335653180602e-06
193,0.0030277892254972493
194,5.1552856613592184e-05
195,1.21900009220072e-06
196,2.2604166010540837e-07
197,0.0005932166591396102
198,0.001050254174842428
199,0.01920140209771999
200,2.1165998083465315e-07
201,9.825752208810115e-06
202,0.2221889364607382
203,2.5640252500968946e-08
