session_id,target
1,2.1859147289198338e-17
2,5.999798961562282e-18
3,0.003402772585966105
4,8.719791809889835e-17
5,0.005717717441452911
6,3.632239657099395e-17
7,0.01353413323207187
8,0.0021505117833872365
9,2.236271782808907e-17
10,4.3236583557595087e-16
11,0.006197301770131233
12,7.431441596846842e-17
13,3.054271327283709e-17
14,8.46851623813501e-17
15,0.0177816269509275
16,1.0697946551722082e-16
17,0.0018286775251274037
18,7.542721233564794e-17
19,0.0021883666770490823
20,2.3011753228713375e-17
21,0.006171916020961841
22,1.4888773844954497e-11
23,0.016169725271802535
24,1.1476679308042416e-10
25,0.02290302564663662
26,0.01131295213273648
27,9.921915351719622e-17
28,1.4131844633113423e-17
29,0.008836189570421878
30,0.005929434754038808
31,0.009265894052717685
32,0.17266820183116113
33,2.1156266572809533e-17
34,0.002150436867921281
35,0.01849190890218923
36,0.001063151953280178
37,7.311237549107048e-18
38,2.4341380908813143e-17
39,0.005401951766336516
40,1.120899796125066e-17
41,0.022073771779754846
42,7.866097406860439e-11
43,0.00661207671589378
44,0.0013513455209402184
45,0.015015096787781637
46,0.015521271827540827
47,3.754639095229262e-17
48,1.2231659410920651e-17
49,0.015106097733559873
50,7.28234362576235e-17
51,1.4437689404007457e-17
52,0.002523074527055093
53,0.0025601369255515765
54,0.005918316037430909
55,0.02282014910533708
56,1.8015322702201327e-10
57,1.7006318060307858e-17
58,1.17701921956446e-17
59,9.976597975075588e-18
60,3.5057507546104306e-18
61,7.132419952924675e-17
62,4.21161679799624e-17
63,2.860949979100254e-17
64,0.029437261033243445
65,4.075113927766736e-17
66,3.6108565817254434e-17
67,4.825800133705317e-17
68,0.022851364188441803
69,0.03646127717646728
70,1.7385005356912105e-17
71,0.018041091304366264
72,0.010670303788895764
73,7.685150826089295e-10
74,0.0013217960824865324
75,0.003255124063099332
76,0.0054489105705988585
77,0.013024474366588492
78,0.011839650812507378
79,0.0035061681887195864
80,1.7778549042391527e-17
81,1.6916093715497846e-17
82,1.063878301699896e-10
83,1.0813619242860292e-17
84,0.010436650370020216
85,0.0040548521270725975
86,2.7556630104101214e-17
87,0.009277604854245126
88,0.0036974383260278674
89,0.0037588058265627653
90,0.010877490234309523
91,2.827199655231765e-17
92,1.0961767448672492e-17
93,0.018856468431340378
94,9.023753756218369e-18
95,1.513071069707151e-10
96,7.056485801667328e-18
97,0.029877971986997418
98,3.418467436704501e-17
99,4.6826911677711574e-18
100,0.005143338201083006
101,7.818112419530437e-17
102,5.015143477775726e-10
103,1.46403074359625e-17
104,1.0694187701499555e-16
105,0.011446087035214108
106,4.60044226362331e-17
107,4.443007434699526e-11
108,0.0032851076878765207
109,7.03390164396853e-17
110,3.254890099839147e-18
111,0.0022603226179138806
112,1.1403007822540046e-17
113,1.6245339060584524e-16
114,6.784667866357267e-17
115,6.733648220767402e-18
116,3.7940571993324634e-18
117,1.2038757897636966e-16
118,0.002039116469807476
119,8.844684104145838e-18
120,0.025500641456185726
121,1.4074480220198443e-17
122,1.9981916485350806e-17
123,1.9118545169706855e-17
124,0.002803318656604497
125,0.018397588074581125
126,8.770114038611284e-18
127,0.0021234800780266204
128,8.729670670012069e-17
129,0.013062194341573297
130,0.00928429288855507
131,7.69372302197385e-17
132,0.0066354817955724035
133,0.014907842884467875
134,0.005516301245526501
135,3.4282668042429485e-17
136,0.025815418308108778
137,1.4244321103467534e-17
138,0.010965031277894381
139,4.007203305716063e-17
140,1.7392711074727725e-17
141,7.119840121924883e-18
142,6.324140192326e-17
143,8.435222907517766e-17
144,0.014361228324375658
145,1.919433088895452e-17
146,1.4013334764158836e-16
147,2.021434879777691e-17
